DVD_Title|Studio|Released|Status|Sound|Versions|Price|Rating|Year|Genre|Aspect|UPC|DVD_ReleaseDate|ID|Timestamp|Updated
Give Us The Moon|VCI||Out|2.0|4:3|19.93|NR|1944|Comedy|1.33:1|089859883729|2013-11-26 00:00:00|251052|2013-11-26 00:00:00|1
God Of Cookery|Tai Seng||Discontinued|SUB|LBX|19.95|NR|1996|Foreign|1.85:1|601643509143|1998-10-27 00:00:00|2480|2013-11-27 00:00:00|1
God Of Gamblers 2|Tai Seng||Discontinued|5.1|LBX|24.95|NR|1991|Foreign|1.85:1|601643030944|2004-09-21 00:00:00|46940|2013-11-27 00:00:00|1
God Of Gamblers 3: Back In Shanghai|Tai Seng||Discontinued|SUB|LBX, 16:9|24.95|NR|1991|Foreign|1.85:1|601643198750|2004-10-19 00:00:00|48454|2013-11-27 00:00:00|1
God.com|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1998|Foreign|1.85:1|601643657547|1999-06-29 00:00:00|2483|2013-11-27 00:00:00|1
Goddess Of Mercy|Tai Seng||Discontinued|SUB|4:3, LBX|9.95|NR|2004|Foreign|1.85:1|601641547949|2004-08-17 00:00:00|45323|2013-11-27 00:00:00|1
Golden Lotus: Love And Desire|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1991|Foreign|1.85:1|601641384742|2003-09-16 00:00:00|33739|2013-11-27 00:00:00|1
Golden Swallow (1988)|Tai Seng||Discontinued|5.1|LBX|9.95|NR|1988|Action/Adventure|1.85:1|601643031644|2002-09-17 00:00:00|19601|2013-11-27 00:00:00|1
Good Times, Bed Times|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|2003|Foreign|1.85:1|601641405447|2003-12-09 00:00:00|34415|2013-11-27 00:00:00|1
Goodfellas / Untouchables (1987)|Warner Brothers|2014-01-07 00:00:00|Pending|5.1|LBX, 16:9|14.96|R|VAR|Drama|1.85:1|883929389575|2014-01-07 00:00:00|256431|2013-11-26 00:00:00|0
Grace: More Than We Deserve, Greater Than We Imagine|Thomas Nelson|2014-01-07 00:00:00|Pending|2.0|4:3|26.99|NR|2014|Special Interest|1.33:1|9780529121394|2014-01-07 00:00:00|256458|2013-11-27 00:00:00|0
Grandmaster|Anchor Bay||Out|SUB|LBX, 16:9|24.98|PG-13|2013|Foreign|2.35:1|013132611549|2013-11-26 00:00:00|251632|2013-11-26 00:00:00|1
Grandmaster (Blu-ray)|Anchor Bay||Out|SUB|LBX, 16:9, BLU-RAY|29.99|PG-13|2013|Foreign|2.35:1|013132611556|2013-11-26 00:00:00|251610|2013-11-26 00:00:00|1
Great Artists Two With Tim Marlow: The Collection|Seventh Art Productions||Discontinued|2.0|4:3|35|NR|VAR|Documentary|1.33:1|880198097293|2009-07-28 00:00:00|160948|2013-11-27 00:00:00|1
Great Artists: Series One With Tim Marlow|Seventh Art Productions||Discontinued|2.0|4:3|35|NR|VAR|Documentary|1.33:1|880198127297|2011-09-27 00:00:00|214337|2013-11-27 00:00:00|1
Great Chef (a.k.a. Peking Restaurant)|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|1999|Foreign|1.85:1|507116680015|2008-01-22 00:00:00|126556|2013-11-27 00:00:00|1
Great Gatsby (2000)|A&E Video||Out|2.0|4:3|14.98|NR|2000|Drama|1.33:1|733961273144|2012-07-17 00:00:00|229110|2013-11-27 00:00:00|1
Great Revival (Uncut/ 8-Disc)|Tai Seng||Discontinued|SUB|LBX|59.95|NR|2007|Foreign|1.85:1|312718486015|2008-04-29 00:00:00|132929|2013-11-27 00:00:00|1
Greed Of Man|Tai Seng||Discontinued|SUB|4:3|59.95|NR|1992|Foreign|1.33:1|218702625012|2010-08-31 00:00:00|186470|2013-11-27 00:00:00|1
Greek Tycoon|Universal||Discontinued|1.0|4:3 P&S|14.98|R|1978|Drama|1.33:1|025192066498|2010-08-03 00:00:00|183566|2013-11-27 00:00:00|1
Green Jade Statuette|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1983|Action/Adventure|1.33:1|601641244145|2002-12-10 00:00:00|22443|2013-11-27 00:00:00|1
Green Snake|Tai Seng||Discontinued|DUB|LBX|14.95|NR|1993|SciFi|2.35:1|601643327945|2001-04-17 00:00:00|10426|2013-11-27 00:00:00|1
Guardian Angel (1996)|Tai Seng||Discontinued|DUB|4:3|9.95|NR|1996|Foreign|1.33:1|601643444741|2000-01-25 00:00:00|2615|2013-11-27 00:00:00|1
Guide|Monarch|2014-02-25 00:00:00|Pending|2.0|LBX, 16:9|24.95|NR|2013|Suspense/Thriller|1.85:1|723952078988|2014-02-25 00:00:00|256454|2013-11-27 00:00:00|0
Gunmen (1988)|Tai Seng||Discontinued|5.1|LBX|29.95|NR|1988|Action/Adventure|1.85:1|601643032948|2001-12-04 00:00:00|13990|2013-11-27 00:00:00|1
Guns & Talks (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2001|Foreign|1.85:1|601641227445|2002-11-26 00:00:00|21910|2013-11-27 00:00:00|1
Handsome Sibilings: The Complete TV Series|Tai Seng||Discontinued|SUB|4:3|59.95|NR|2004|Foreign|1.33:1|312716445014|2007-01-30 00:00:00|100396|2013-11-27 00:00:00|1
Happy Endings (2005/ Special Edition)|Artisan||Out|5.1|LBX, 16:9|14.98|R|2005|Comedy|1.85:1|031398183723|2005-11-15 00:00:00|72245|2013-11-27 00:00:00|1
Happy Funeral|Tai Seng||Discontinued|SUB|4:3|7.95|NR|2008|Foreign|1.33:1|112119822012|2008-09-30 00:00:00|143332|2013-11-27 00:00:00|1
Harmonium In My Memory|Tai Seng||Discontinued|SUB|4:3|19.95|NR|1998|Foreign|1.33:1|601641717243|2006-02-28 00:00:00|78363|2013-11-27 00:00:00|1
Haunted Drum|Tai Seng||Discontinued|SUB|LBX|7.95|NR|2007|Foreign|1.85:1|507120234013|2008-11-25 00:00:00|147224|2013-11-27 00:00:00|1
Haunted Office|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|2002|Foreign|1.85:1|601641265348|2010-10-26 00:00:00|189785|2013-11-27 00:00:00|1
Haunter|IFC|2014-02-11 00:00:00|Pending|2.0|LBX, 16:9|24.98|NR|2013|Horror|1.85:1|030306966892|2014-02-11 00:00:00|254623|2013-11-27 00:00:00|1
Haunter (Blu-ray)|IFC|2014-02-11 00:00:00|Pending|5.1 TRUEHD|LBX, 16:9, BLU-RAY|29.98|NR|2013|Horror|1.85:1|030306192291|2014-02-11 00:00:00|254658|2013-11-27 00:00:00|1
Haunting Lover|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2010|Foreign|1.85:1|112121676016|2010-09-28 00:00:00|188312|2013-11-27 00:00:00|1
He Has Nothing But Kung Fu|Tai Seng||Discontinued|DUB|4:3 P&S|7.95|NR|1977|Foreign|1.33:1|601643809847|2000-12-05 00:00:00|8994|2013-11-27 00:00:00|1
Head Over Heels (1937)|VCI||Out|2.0|4:3|19.93|NR|1937|Musical|1.33:1|089859883927|2013-11-26 00:00:00|250991|2013-11-26 00:00:00|1
Heart Of Dragon (Tai Seng)|Tai Seng||Discontinued|5.1|LBX|9.95|NR|1985|Action/Adventure|1.85:1|601643034942|2000-02-22 00:00:00|2711|2013-11-27 00:00:00|1
Hearty Response|Tai Seng||Discontinued|5.1|LBX|19.95|NR|1986|Action/Adventure|1.66:1|601643035246|2001-03-13 00:00:00|10080|2013-11-27 00:00:00|1
Heat Team (Special Edition)|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2004|Action/Adventure|1.85:1|601641591140|2004-11-16 00:00:00|50393|2013-11-27 00:00:00|1
Heavenly Legend|Tai Seng||Discontinued|2.0|LBX|14.95|NR|1999|Foreign|1.85:1|601641507240|2004-04-20 00:00:00|39365|2013-11-27 00:00:00|1
Heavenly Mission (Tin Heng Tse)|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2006|Foreign|1.85:1|507118672025|2007-08-14 00:00:00|113897|2013-11-27 00:00:00|1
Heavy Water: A Film For Chernobyl|Seventh Art Productions||Discontinued|2.0|4:3|29.99|NR|2006|Documentary|1.33:1|880198125095|2011-03-29 00:00:00|199130|2013-11-27 00:00:00|1
Help!!! (2000)|Tai Seng||Discontinued|5.1|LBX|14.95|NR|2000|Comedy|1.85:1|601643856742|2001-08-14 00:00:00|12169|2013-11-27 00:00:00|1
Her Name Is Cat 2: Journey To Death|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2001|Action/Adventure|1.85:1|601641109840|2002-05-28 00:00:00|17208|2013-11-27 00:00:00|1
Hero Beyond The Boundary Of Time|Tai Seng||Discontinued|SUB|LBX|9.95|NR|1993|Foreign|1.85:1|601643312040|2003-03-18 00:00:00|26588|2013-11-27 00:00:00|1
Hero Never Dies|Tai Seng||Discontinued|SUB|LBX|16.95|NR|1998|Foreign|1.85:1|601643638744|1999-08-31 00:00:00|2747|2013-11-27 00:00:00|1
Hero Of City|Tai Seng||Discontinued|SUR|LBX|14.95|NR|2001|Action/Adventure|1.85:1|601641000444|2002-07-30 00:00:00|18099|2013-11-27 00:00:00|1
Hero Of Swallow|Tai Seng||Discontinued|2.0|LBX|14.95|NR|1996|Action/Adventure|1.85:1|601643915548|2001-12-04 00:00:00|13991|2013-11-27 00:00:00|1
Hero Of Tomorrow|Tai Seng||Discontinued|5.1|LBX, 16:9|14.95|NR|1988|Action/Adventure|1.85:1|601643036243|2003-12-09 00:00:00|34412|2013-11-27 00:00:00|1
Hero Youngster|Tai Seng||Discontinued|2.0|LBX|14.95|NR|2004|Drama|1.85:1|601641597845|2005-02-15 00:00:00|55735|2013-11-27 00:00:00|1
Heroes (1980/ Special Edition)|Tai Seng||Discontinued|DUB|4:3 P&S|7.95|NR|1980|Foreign|1.33:1|601643866246|2001-11-13 00:00:00|13123|2013-11-27 00:00:00|1
Hi, Dharma!|Tai Seng||Discontinued|5.1|LBX|14.95|NR|2002|Comedy|1.85:1|601641185349|2003-01-14 00:00:00|23709|2013-11-27 00:00:00|1
Hidden 'Qi': The Mystery Of Chinese Kung Fu|Tai Seng||Discontinued|2.0|4:3|14.95|NR|2001|Special Interest|1.33:1|601641294942|2003-03-18 00:00:00|54092|2013-11-27 00:00:00|1
High School Of The Dead: Drifters Of The Dead|Sentai FilmWorks||Out|SUB|LBX, 16:9|6.98|MA17|2011|Anime|1.85:1|814131018335|2013-11-26 00:00:00|250442|2013-11-26 00:00:00|1
High School Of The Dead: Drifters Of The Dead (Blu-ray)|Sentai FilmWorks||Out|SUB|LBX, 16:9, BLU-RAY|9.98|MA17|2011|Anime|1.85:1|814131012944|2013-11-26 00:00:00|250416|2013-11-26 00:00:00|1
Hit Man In The Hand Of Buddha|Tai Seng||Discontinued|2.0|4:3|7.95|NR|1981|Action/Adventure|1.33:1|601643777740|2000-07-25 00:00:00|6990|2013-11-27 00:00:00|1
Hit Team|Tai Seng||Discontinued|5.1/DTS|LBX|9.95|NR|2001|Action/Adventure|1.66:1|601643958842|2001-09-11 00:00:00|12374|2013-11-27 00:00:00|1
Hitman (1998)|Tai Seng||Discontinued|SUB|LBX|19.95|NR|1998|Foreign|1.85:1|601643599342|2000-06-13 00:00:00|2786|2013-11-27 00:00:00|1
Hocus Pocus (1984)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1984|Foreign|1.85:1|601643036946|2003-04-22 00:00:00|27703|2013-11-27 00:00:00|1
Home Run (2008)|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2008|Foreign|1.85:1|507120854013|2009-09-29 00:00:00|166619|2013-11-27 00:00:00|1
Hong Kong 1941 (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|9.95|NR|1984|Foreign|1.85:1|601643559841|1999-01-19 00:00:00|2819|2013-11-27 00:00:00|1
Hong Kong History X (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2000|Foreign|1.85:1|601643872643|2003-08-19 00:00:00|29468|2013-11-27 00:00:00|1
Hook'd Up|Artisan||Out|2.0|4:3|9.98|R|1999|Comedy|1.33:1|012236140245|2003-07-22 00:00:00|28555|2013-11-27 00:00:00|1
Hooked On You (Mui Dong Bin Wan Si)|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|2007|Foreign|1.85:1|112119019016|2007-10-30 00:00:00|120765|2013-11-27 00:00:00|1
Horror Show (DVD & Blu-ray Combo)|Shout! Factory||Out|2.0|LBX, 16:9, BLU-RAY|26.99|R|1989|Horror|1.85:1|826663144420|2013-11-26 00:00:00|251132|2013-11-26 00:00:00|1
Hot War (Special Edition)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1998|Foreign|1.85:1|601643655444|1999-10-26 00:00:00|2855|2013-11-27 00:00:00|1
Hot, The Cool And The Vicious|Tai Seng||Discontinued|1.0|4:3|7.95|NR|1976|Action/Adventure|1.33:1|601643809540|2000-10-24 00:00:00|8057|2013-11-27 00:00:00|1
House Gory|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|UNK|Foreign|1.85:1|112117848014|2006-11-28 00:00:00|96454|2013-11-27 00:00:00|1
House Of Fury (Blu-ray)|Tai Seng||Discontinued|SUB|LBX, 16:9, BLU-RAY|14.95|NR|2005|Foreign|2.35:1|117119644046|2008-06-24 00:00:00|136616|2013-11-27 00:00:00|1
House Of Fury (Special Edition)|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2005|Action/Adventure|2.35:1|601641719247|2005-12-13 00:00:00|73461|2013-11-27 00:00:00|1
House Of Fury (UMD)|Tai Seng||Discontinued|DUB|4:3, UMD|19.95|NR|2005|Action/Adventure|1.33:1|601641734042|2006-02-28 00:00:00|78507|2013-11-27 00:00:00|1
House Of Mad Souls|Tai Seng||Discontinued|SUB|4:3|14.95|NR|2004|Foreign|1.33:1|601641653640|2005-05-17 00:00:00|61420|2013-11-27 00:00:00|1
House Of The Invisibles|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2007|Foreign|1.85:1|112118606019|2007-10-30 00:00:00|120762|2013-11-27 00:00:00|1
How Sherlock Changed The World|PBS||Out|2.0|LBX, 16:9|24.99|NR|2013|Documentary|1.78:1|841887019569|2013-11-26 00:00:00|249729|2013-11-26 00:00:00|1
How To Draw Landscapes|North Light Books||Out|2.0|4:3|24.99|NR|2013|Special Interest|1.33:1|9781440334184|2013-11-29 00:00:00|246994|2013-11-26 00:00:00|1
How To Draw Textures|North Light Books||Out|2.0|4:3|24.99|NR|2013|Special Interest|1.33:1|9781440334177|2013-11-29 00:00:00|246997|2013-11-26 00:00:00|1
How To Get Rich By Fung Shui|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1998|Foreign|1.66:1|601643637648|2002-01-22 00:00:00|14695|2013-11-27 00:00:00|1
Humanist|Tai Seng||Discontinued|SUB|LBX|19.95|NR|2001|Foreign|1.85:1|601641667043|2006-04-25 00:00:00|82190|2013-11-27 00:00:00|1
I Corrupt All Cops (Alternate UPC)|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2009|Foreign|2.35:1|112121008022|2010-02-23 00:00:00|178375|2013-11-27 00:00:00|1
I Love Hong Kong|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2011|Foreign|2.35:1|112122066014|2011-04-26 00:00:00|202617|2013-11-27 00:00:00|1
I Love Maria|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1988|Foreign|1.85:1|601643037844|1999-10-26 00:00:00|2916|2013-11-27 00:00:00|1
Iceman Cometh (1989)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1989|Foreign|1.85:1|601643240244|2000-08-15 00:00:00|2933|2013-11-27 00:00:00|1
Idaho, The Movie (ESI Distribution) / Wildlife Of The West|ESI Distribution||Out|2.0|4:3|32.99|NR|VAR|Special Interest|1.33:1|800828347291|2013-11-19 00:00:00|252127|2013-11-26 00:00:00|1
If You Are The One (Tai Seng)|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2008|Foreign|1.85:1|512120671010|2009-06-30 00:00:00|161147|2013-11-27 00:00:00|1
If You Are The One (Tai Seng/ Blu-ray)|Tai Seng||Discontinued|SUB|LBX, 16:9, BLU-RAY|14.95|NR|2008|Foreign|2.35:1|112120711046|2009-10-27 00:00:00|168847|2013-11-27 00:00:00|1
Il Mare|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2000|Foreign|1.85:1|601641104241|2003-02-11 00:00:00|23753|2013-11-27 00:00:00|1
Images Of Franco Fontana|Microcinema International||Discontinued|2.0|4:3|24.98|NR|UNK|Special Interest|1.33:1|859392001023|2007-05-29 00:00:00|110026|2013-11-27 00:00:00|1
Immortal Enemy|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2003|Foreign|1.85:1|601641530545|2004-06-22 00:00:00|45533|2013-11-27 00:00:00|1
Impractical Jokers: The Complete 1st Season|Warner Brothers||Out|2.0|LBX, 16:9|19.98|NR|2011|TV Classics|1.78:1|883929376162|2013-11-26 00:00:00|252485|2013-11-26 00:00:00|1
Impressionists With Tim Marlow: The Collection: Manet / Monet / Renoir / Degas / Toulouse-Lautrec / Cezanne / Gauguin / ...|Seventh Art Productions||Discontinued|2.0|4:3|30|NR|1998|Documentary|1.33:1|880198097194|2009-06-30 00:00:00|159036|2013-11-27 00:00:00|1
In Search Of ...: Season 2|Visual Entertainment||Out|2.0|4:3|14.99|NR|1978|TV Classics|1.33:1|773848558230|2013-11-26 00:00:00|253901|2013-11-26 00:00:00|1
In Search Of ...: Season 3|Visual Entertainment||Out|2.0|4:3|14.99|NR|1979|TV Classics|1.33:1|773848558339|2013-11-26 00:00:00|253938|2013-11-26 00:00:00|1
In Search Of ...: Season 4|Visual Entertainment||Out|2.0|4:3|14.99|NR|1980|TV Classics|1.33:1|773848558438|2013-11-26 00:00:00|253939|2013-11-26 00:00:00|1
In Search Of Beethoven|Seventh Art Productions||Discontinued|2.0|4:3|40|NR|2009|Documentary|1.33:1|880198108296|2010-04-27 00:00:00|175754|2013-11-27 00:00:00|1
In Search Of Beethoven / In Search Of Mozart (Collector's Edition)|Seventh Art Productions||Discontinued|2.0|4:3|64.95|NR|VAR|Documentary|1.33:1|880198124098|2011-05-31 00:00:00|204771|2013-11-27 00:00:00|1
In Search Of Haydn|Seventh Art Productions||Discontinued|2.0|4:3|40|NR|2012|Documentary|1.33:1|880198131195|2012-04-24 00:00:00|225460|2013-11-27 00:00:00|1
In Search Of Mozart|Seventh Art Productions||Discontinued|2.0|4:3|40|NR|2006|Documentary|1.33:1|880198102591|2009-12-22 00:00:00|170019|2013-11-27 00:00:00|1
In The Line Of Duty 3|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1988|Foreign|1.85:1|601643038940|1999-08-31 00:00:00|2966|2013-11-27 00:00:00|1
In The Line Of Duty 4 (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1989|Foreign|1.85:1|601643039046|1999-08-31 00:00:00|2967|2013-11-27 00:00:00|1
In The Line Of Duty 5: Middle Man|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1990|Foreign|1.85:1|601643575148|1999-08-31 00:00:00|2968|2013-11-27 00:00:00|1
Incomplete|Maverick Entertainment Group|2014-02-11 00:00:00|Pending|2.0|LBX, 16:9|14.98|NR|UNK|Suspense/Thriller|1.78:1|824355542622|2014-02-11 00:00:00|256437|2013-11-26 00:00:00|0
Inhaling The Spore: A Journey Through The Museum Of Jurassic Technology|Microcinema International||Discontinued|2.0|4:3|19.99|NR|UNK|Documentary|1.33:1|880198055996|2006-09-26 00:00:00|92967|2013-11-27 00:00:00|1
Initial D (2005/ Blu-ray)|Tai Seng||Discontinued|SUB|LBX, 16:9, BLU-RAY|14.95|NR|2005|Foreign|2.35:1|117119143044|2008-01-22 00:00:00|126606|2013-11-27 00:00:00|1
Initial D (2005/ Collector's Edition/ 2-Disc)|Tai Seng||Discontinued|5.1/DTS|4:3|9.95|NR|2005|Action/Adventure|1.33:1|601641727648|2006-01-24 00:00:00|76127|2013-11-27 00:00:00|1
Initial D (2005/ UMD)|Tai Seng||Discontinued|2.0|4:3, UMD|19.95|NR|2005|Action/Adventure|1.33:1|601641734745|2006-01-24 00:00:00|78332|2013-11-27 00:00:00|1
Initial D (2005/ UMD) / House Of Fury (UMD)|Tai Seng||Discontinued|SUB|4:3, UMD|29.95|NR|VAR|Foreign|1.33:1|507717801017|2006-06-27 00:00:00|107197|2013-11-27 00:00:00|1
Inner Senses|Tai Seng||Discontinued|5.1|LBX|19.95|NR|2002|Horror|1.85:1|601641175944|2002-08-27 00:00:00|18735|2013-11-27 00:00:00|1
Inner Senses (Special Edition)|Tai Seng||Discontinued|5.1 EX/DTS 6.1 ES|LBX|14.95|NR|2002|Horror|1.85:1|601641420143|2003-10-21 00:00:00|31929|2013-11-27 00:00:00|1
Inspector Wears Skirts|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1988|Foreign|1.85:1|601643039640|1999-09-28 00:00:00|3002|2013-11-27 00:00:00|1
Inspector Wears Skirts II|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1989|Action/Adventure|1.85:1|601643039749|2003-08-19 00:00:00|29562|2013-11-27 00:00:00|1
Intervention With Aggressive Children: The Coping Power Program (DVD-ROM)|Routledge||Out|2.0|4:3|180|NR|2013|Special Interest|1.33:1|9780415841689|2013-11-28 00:00:00|239079|2013-11-26 00:00:00|1
Intimate Desire|Asiaview Entertainment||Discontinued|SUB|4:3|19.95|NR|1998|Foreign|1.33:1|600968300220|1999-11-16 00:00:00|3015|2013-11-27 00:00:00|1
Invincible Killer|Tai Seng||Discontinued|2.0|4:3|7.95|NR|1979|Action/Adventure|1.33:1|601643777443|2000-06-27 00:00:00|8193|2013-11-27 00:00:00|1
Invincible Kung Fu Trio|Tai Seng||Discontinued|2.0|4:3|7.95|NR|1974|Action/Adventure|1.33:1|601643778440|2000-10-31 00:00:00|7791|2013-11-27 00:00:00|1
Iron Fist (Special Edition/ 2-Disc)|Tai Seng||Discontinued|SUB|4:3|14.95|NR|1995|Foreign|1.33:1|601641561846|2004-09-21 00:00:00|46983|2013-11-27 00:00:00|1
Iron Lion|Tai Seng||Discontinued|SUB|4:3|14.95|NR|2004|Foreign|1.33:1|112115594012|2007-01-30 00:00:00|100453|2013-11-27 00:00:00|1
Isabella (2006/ Tai Seng/ 2-Disc)|Tai Seng||Discontinued|5.1|LBX, 16:9|19.95|NR|2006|Thriller|1.85:1|112117936018|2006-10-31 00:00:00|93358|2013-11-27 00:00:00|1
Island Of Greed|Tai Seng||Discontinued|SUB|LBX|19.95|NR|1997|Foreign|2.35:1|601643577449|2001-05-15 00:00:00|3044|2013-11-27 00:00:00|1
Itchy Heart|Tai Seng||Discontinued|SUB|LBX, 16:9|19.95|NR|2004|Foreign|1.85:1|601641524643|2004-09-21 00:00:00|46959|2013-11-27 00:00:00|1
Jade And The Pearl|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2010|Foreign|2.35:1|112121709011|2010-10-26 00:00:00|189811|2013-11-27 00:00:00|1
Jake Reichbart Plays Jazz Guitar Christmas: Hal Leonard Solo Guitar Library (Book w/ DVD)|Hal Leonard||Out|2.0|4:3|19.99|NR|2013|Special Interest|1.33:1|9781458411457|2013-12-01 00:00:00|249568|2013-11-26 00:00:00|1
Jiang Hu: The Triad Zone|Tai Seng||Discontinued|5.1|LBX|14.95|NR|2000|Action/Adventure|1.85:1|601643870045|2001-11-20 00:00:00|13446|2013-11-27 00:00:00|1
Jillian Michaels: 30 Day Shred|Lions Gate||Out|2.0|4:3|14.98|NR|2007|Exercise|1.33:1|031398226956|2008-03-18 00:00:00|129032|2013-11-27 00:00:00|1
Jim Breuer: And Laughter For All|Image||Out|5.1|LBX, 16:9|14.98|NR|2013|Comedy|1.78:1|014381962925|2013-11-26 00:00:00|251650|2013-11-26 00:00:00|1
Jiu-Jitsu: Forbidden Techniques By Eric Garnier & Michel Van Rijt|BayView Films||Out|2.0|4:3|29.99|NR|2013|Special Interest|1.33:1|874482005125|2013-11-26 00:00:00|252067|2013-11-26 00:00:00|1
jOBS|Universal||Out|5.1|LBX, 16:9|29.98|PG-13|2013|Drama|2.35:1|025192191442|2013-11-26 00:00:00|253122|2013-11-26 00:00:00|1
jOBS (DVD & Blu-ray Combo w/ Digital Copy)|Universal||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|34.98|PG-13|2013|Drama|2.35:1|025192190780|2013-11-26 00:00:00|253108|2013-11-26 00:00:00|1
John Wayne: Western Hero: 20 Movies: Blue Steel / The Desert Trail / The Man From Utah / 'Neath The Arizona Skies / ...|Mill Creek Entertainment||Out|2.0|4:3|9.98|NR|VAR|Western|1.33:1|683904531032|2013-12-01 00:00:00|253524|2013-11-26 00:00:00|1
Josh Rand: The Sound And The Story|Fret12||Out|2.0|4:3|34.95|NR|2013|Special Interest|1.33:1|884088967635|2013-11-26 00:00:00|256087|2013-11-26 00:00:00|1
jQuery Pocket Primer (Book w/ DVD)|Mercury Learning & Information||Out|2.0|4:3|27.95|NR|2013|Special Interest|1.33:1|9781938549144|2013-11-30 00:00:00|236943|2013-11-26 00:00:00|1
Julia Rebekka Adler: Contacto Tango (Blu-ray)|Neos||Out|2.0|LBX, 16:9, BLU-RAY|17.98|NR|UNK|Music|1.78:1|4260063113192|2013-11-26 00:00:00|255443|2013-11-26 00:00:00|1
Juliet In Love|Tai Seng||Discontinued|5.1|LBX|14.95|NR|2000|Drama|1.85:1|601643799445|2002-06-25 00:00:00|17643|2013-11-27 00:00:00|1
July Rhapsody|Tai Seng||Discontinued|5.1|LBX|9.95|NR|2002|Drama|1.85:1|601641685344|2002-08-27 00:00:00|18777|2013-11-27 00:00:00|1
Jungle Book: Cobra Egg Quest|Phase 4 Films|2014-02-25 00:00:00|Pending|5.1|LBX, 16:9|9.99|NR|2014|Animation|1.78:1|625828627378|2014-02-25 00:00:00|256446|2013-11-26 00:00:00|0
Jungle Book: Cobra Egg Quest (En Espanol 'El Libro De La Selva: En Busca Del Huevo De Cobra')|Phase 4 Films|2014-02-25 00:00:00|Pending|5.1|LBX, 16:9|9.99|NR|2014|Animation|1.78:1|625828627385|2014-02-25 00:00:00|256438|2013-11-26 00:00:00|0
Just Another Pandora's Box|Tai Seng||Discontinued|SUB|LBX, 16:9|14.98|NR|2010|Foreign|2.35:1|112121538017|2010-07-27 00:00:00|184644|2013-11-27 00:00:00|1
Just Do It (2000)|Tai Seng||Discontinued|SUB|LBX|9.95|NR|2000|Foreign|1.85:1|601641302845|2003-04-22 00:00:00|27739|2013-11-27 00:00:00|1
Just One Look|Tai Seng||Discontinued|SUB|4:3 P&S|19.95|NR|2002|Foreign|1.33:1|601641281249|2004-04-20 00:00:00|39338|2013-11-27 00:00:00|1
Justice Bao|Tai Seng||Discontinued|SUB|4:3|59.95|NR|UNK|Foreign|1.33:1|312722206012|2011-07-26 00:00:00|211846|2013-11-27 00:00:00|1
Justice Of Life (7-Disc)|Tai Seng||Discontinued|SUB|4:3|59.95|NR|1989|Foreign|1.33:1|218701425019|2008-09-30 00:00:00|143336|2013-11-27 00:00:00|1
Karmic Mahjong|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2006|Foreign|1.85:1|112117972016|2006-11-28 00:00:00|96493|2013-11-27 00:00:00|1
Kickboxer's Tears|Tai Seng||Discontinued|2.0|4:3|9.95|NR|1992|Action/Adventure|1.33:1|601643585949|2001-10-16 00:00:00|7365|2013-11-27 00:00:00|1
