DVD_Title|Studio|Released|Status|Sound|Versions|Price|Rating|Year|Genre|Aspect|UPC|DVD_ReleaseDate|ID|Timestamp|Updated
Knightriders (Shout! Factory/ Blu-ray)|Shout! Factory||Out|2.0|LBX, 16:9, BLU-RAY|19.97|R|1981|Action/Adventure|1.85:1|826663141610|2013-11-26 00:00:00|245762|2013-11-26 00:00:00|1
Knockabout (Tai Seng)|Tai Seng||Discontinued|DUB|4:3|14.95|PG-13|1979|Action/Comedy|1.33:1|601643043845|2004-04-20 00:00:00|39360|2013-11-27 00:00:00|1
Krav Maga Street Fighting, Vol. 2: Self Defense By Vincenzo Quici & Jonathan Dejace|BayView Films||Out|2.0|4:3|29.99|NR|2013|Special Interest|1.33:1|874482005187|2013-11-26 00:00:00|252081|2013-11-26 00:00:00|1
Kung Fu Emperor (Special Edition)|Tai Seng||Discontinued|2.0|4:3|7.95|NR|1983|Action/Adventure|1.33:1|601643893945|2002-06-25 00:00:00|17634|2013-11-27 00:00:00|1
Kung Fu Fighter|Tai Seng||Discontinued|SUB|LBX, 16:9|19.95|NR|2007|Foreign|1.85:1|507118819017|2007-08-28 00:00:00|114918|2013-11-27 00:00:00|1
Kung Fu Mahjong|Tai Seng||Discontinued|2.0|LBX|14.95|NR|2005|Foreign|1.85:1|601641689540|2005-12-13 00:00:00|73444|2013-11-27 00:00:00|1
Kung Fu Mahjong 2|Tai Seng||Discontinued|SUB|LBX|19.95|NR|2005|Foreign|1.85:1|601641745048|2006-04-25 00:00:00|81284|2013-11-27 00:00:00|1
Kung Fu Mahjong 3: The Final Duel|Tai Seng||Discontinued|SUB|LBX|7.95|NR|2007|Foreign|1.85:1|112118557014|2007-05-22 00:00:00|107616|2013-11-27 00:00:00|1
Kung Fu Master (1994/ Special Edition)|Tai Seng||Discontinued|5.1|LBX|14.95|NR|1994|Action/Adventure|1.85:1|601641159548|2002-07-30 00:00:00|18103|2013-11-27 00:00:00|1
Kung Fu Master Is My Grandma!|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|2003|Foreign|1.85:1|601641405348|2009-01-27 00:00:00|151134|2013-11-27 00:00:00|1
Kung Fu Scholar|Tai Seng||Discontinued|5.1|LBX, 16:9|14.95|NR|1993|Action/Adventure|1.85:1|601643348544|2002-09-17 00:00:00|19604|2013-11-27 00:00:00|1
Kung Fu's Hero|Tai Seng||Discontinued|DUB|4:3 P&S|7.95|NR|1973|Foreign|1.33:1|601643894348|2002-06-25 00:00:00|17734|2013-11-27 00:00:00|1
Kyouki No Sakura|Tai Seng||Discontinued|SUB|4:3|14.95|NR|2002|Action/Adventure|1.33:1|601641504744|2004-11-16 00:00:00|50410|2013-11-27 00:00:00|1
La Brassiere (Special Edition)|Tai Seng||Discontinued|5.1|LBX|24.95|NR|2001|Comedy|1.85:1|601641042444|2002-06-25 00:00:00|17644|2013-11-27 00:00:00|1
La Lingerie (Tai Seng)|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2008|Foreign|1.85:1|112120169014|2008-11-25 00:00:00|145591|2013-11-27 00:00:00|1
La Storia Della Arcana Famiglia: Complete Collection|A.D. Vision||Out|SUB|LBX, 16:9|59.98|MA13|2012|Anime|1.85:1|814131019134|2013-11-26 00:00:00|250454|2013-11-26 00:00:00|1
La Storia Della Arcana Famiglia: Complete Collection (Blu-ray)|A.D. Vision||Out|SUB|LBX, 16:9, BLU-RAY|69.98|MA13|2012|Anime|1.85:1|814131013248|2013-11-26 00:00:00|250452|2013-11-26 00:00:00|1
Lady Cop & Papa Crook|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|2008|Foreign|1.85:1|112120585029|2009-03-31 00:00:00|155263|2013-11-27 00:00:00|1
Lady Cop & Papa Crook (Blu-ray)|Tai Seng||Discontinued|SUB|LBX, 16:9, BLU-RAY|14.95|NR|2008|Foreign|1.85:1|112120586040|2009-03-31 00:00:00|155267|2013-11-27 00:00:00|1
Lady Fan|Tai Seng||Discontinued|SUB|4:3|34.95|NR|UNK|Foreign|1.33:1|212714980015|2011-04-26 00:00:00|202608|2013-11-27 00:00:00|1
Lady In Black|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1987|Foreign|1.85:1|601643044446|2004-01-20 00:00:00|36095|2013-11-27 00:00:00|1
Lady Iron Chef|Tai Seng||Discontinued|SUB|LBX, 16:9|7.95|NR|2007|Foreign|1.85:1|112118722016|2007-09-25 00:00:00|116374|2013-11-27 00:00:00|1
Last Blood|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|1990|Foreign|1.85:1|112100451016|2007-01-30 00:00:00|100450|2013-11-27 00:00:00|1
Last Duel|Tai Seng||Discontinued|1.0|4:3|7.95|NR|1983|Action/Adventure|1.33:1|601643809649|2000-11-14 00:00:00|8705|2013-11-27 00:00:00|1
Last Hurrah For Chivalry (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|29.95|NR|1978|Foreign|1.85:1|601643045344|2000-07-25 00:00:00|6843|2013-11-27 00:00:00|1
Last Vegas (DVD & Blu-ray Combo w/ Digital Copy)|Sony Pictures|2014-01-28 00:00:00|Pending|5.1 TRUEHD|LBX, 16:9, BLU-RAY|40.99|PG-13|2013|Comedy|2.35:1|043396435438|2014-01-28 00:00:00|256451|2013-11-27 00:00:00|0
Last Vegas (w/ Digital Copy)|Sony Pictures|2014-01-28 00:00:00|Pending|5.1|LBX, 16:9|30.99|PG-13|2013|Comedy|2.35:1|043396435469|2014-01-28 00:00:00|256464|2013-11-27 00:00:00|0
Lawyer Lawyer|Tai Seng||Discontinued|SUB|4:3|49.95|NR|1997|Foreign|1.33:1|601643548647|1998-08-25 00:00:00|3435|2013-11-27 00:00:00|1
Le Joli Mai|Icarus Films||Out|2.0|LBX, 16:9|34.98|NR|1963|Foreign|1.85:1|854565001626|2013-11-26 00:00:00|255217|2013-11-26 00:00:00|1
Leading Ladies Film Collection: 20 Movies: Till The Clouds Roll By / Home Town Story / Affair In Monte Carlo / ...|Mill Creek Entertainment||Out|VAR|VAR|9.98|VAR|VAR|VAR|VAR|683904531018|2013-12-01 00:00:00|253514|2013-11-26 00:00:00|1
Leading Men Film Collection: 20 Movies: Constantine And The Cross / The Night America Trembled / The Animal Kingdom / ...|Mill Creek Entertainment||Out|VAR|VAR|9.98|VAR|VAR|VAR|VAR|683904531025|2013-12-01 00:00:00|253511|2013-11-26 00:00:00|1
Lee Hazlewood: There's A Dream I've Been Saving: Lee Hazlewood Industries: 1966-1971 (Deluxe Edition/ DVD/CD Combo)|Light In The Attic||Out|2.0|4:3|225.98|NR|2013|Music|1.33:1|826853010900|2013-11-26 00:00:00|253032|2013-11-26 00:00:00|1
Lee Hazlewood: There's A Dream I've Been Saving: Lee Hazlewood Industries: 1966-1971 (DVD/CD Combo)|Light In The Attic||Out|2.0|4:3|96.98|NR|2013|Music|1.33:1|826853010993|2013-11-26 00:00:00|253029|2013-11-26 00:00:00|1
Lee Rock|Tai Seng||Discontinued|SUB|LBX|19.95|NR|1991|Foreign|1.85:1|601643201443|2000-05-23 00:00:00|3449|2013-11-27 00:00:00|1
Lee Williams & The Spiritual QC's: Soulful Healing (DVD/CD Combo)|MCG Records||Out|2.0|4:3|13.98|NR|UNK|Music|1.33:1|647867708221|2013-11-26 00:00:00|255684|2013-11-26 00:00:00|1
Left Luggage (Hen's Tooth)|Hen's Tooth||Out|2.0|LBX, 16:9|24.95|NR|1998|Drama|1.66:1|759731415224|2013-11-26 00:00:00|253681|2013-11-26 00:00:00|1
Leg Fighters|Tai Seng||Discontinued|DUB|4:3 P&S|7.95|NR|1980|Action/Adventure|1.33:1|601643828640|2001-01-23 00:00:00|9280|2013-11-27 00:00:00|1
Legend And The Hero|Tai Seng||Discontinued|SUB|LBX|59.95|NR|2007|Foreign|1.85:1|312718169017|2008-10-28 00:00:00|145742|2013-11-27 00:00:00|1
Legend And The Hero II|Tai Seng||Discontinued|SUB|LBX, 16:9|59.95|NR|2009|Foreign|1.85:1|312720543010|2010-06-29 00:00:00|182504|2013-11-27 00:00:00|1
Legend Of A Professional|Tai Seng||Discontinued|5.1|LBX|9.95|NR|2001|Action/Adventure|1.85:1|601643968940|2002-02-12 00:00:00|15516|2013-11-27 00:00:00|1
Legend Of Bruce Lee (1980/ Tai Seng)|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1980|Action/Adventure|1.33:1|601643928241|2001-05-22 00:00:00|10889|2013-11-27 00:00:00|1
Legend Of Condor Hero #1|Tai Seng||Discontinued|SUB|4:3|19.95|NR|1982|Foreign|1.33:1|601641571845|2004-10-19 00:00:00|48404|2013-11-27 00:00:00|1
Legend Of Condor Hero #1 - 7 (Box Set)|Tai Seng||Discontinued|SUB|4:3|89.95|NR|1982|Foreign|1.33:1|601641595476|2005-12-13 00:00:00|73421|2013-11-27 00:00:00|1
Legend Of Condor Hero #2|Tai Seng||Discontinued|SUB|4:3|19.95|NR|1982|Foreign|1.33:1|601641601245|2004-12-14 00:00:00|52200|2013-11-27 00:00:00|1
Legend Of Condor Hero #3|Tai Seng||Discontinued|SUB|4:3|19.95|NR|1982|Foreign|1.33:1|601641601344|2005-02-15 00:00:00|55738|2013-11-27 00:00:00|1
Legend Of Condor Hero #4|Tai Seng||Discontinued|SUB|4:3|19.95|NR|1982|Foreign|1.33:1|601641601443|2005-04-19 00:00:00|58804|2013-11-27 00:00:00|1
Legend Of Condor Hero #5|Tai Seng||Discontinued|SUB|4:3|19.95|NR|1982|Foreign|1.33:1|601641601542|2005-06-21 00:00:00|63167|2013-11-27 00:00:00|1
Legend Of Condor Hero #6|Tai Seng||Discontinued|SUB|4:3|19.95|NR|1982|Foreign|1.33:1|601641601641|2005-08-23 00:00:00|66542|2013-11-27 00:00:00|1
Legend Of Condor Hero #7|Tai Seng||Discontinued|SUB|4:3|19.95|NR|1982|Foreign|1.33:1|601641601740|2005-10-18 00:00:00|70559|2013-11-27 00:00:00|1
Legend Of Hero (2-Disc)|Tai Seng||Discontinued|SUB|4:3|7.95|NR|UNK|Foreign|1.33:1|517119492010|2008-07-29 00:00:00|138628|2013-11-27 00:00:00|1
Legend Of Speed|Tai Seng||Discontinued|5.1|LBX|14.95|NR|1999|Action/Adventure|1.85:1|601643768045|2001-03-13 00:00:00|10063|2013-11-27 00:00:00|1
Legend Of The Drunken Tiger|Tai Seng||Discontinued|DUB|4:3|14.95|NR|1992|Foreign|1.33:1|601643275642|2001-02-06 00:00:00|3459|2013-11-27 00:00:00|1
Legend Of The Flying Swordsman|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2000|Foreign|1.85:1|601643821641|2001-06-19 00:00:00|11336|2013-11-27 00:00:00|1
Legend Of The Mountain|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1979|Foreign|1.85:1|601641050241|2003-02-11 00:00:00|23754|2013-11-27 00:00:00|1
Legend Of The Wolf (Old Version)|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1997|Foreign|1.85:1|601643542744|1999-11-16 00:00:00|3460|2013-11-27 00:00:00|1
Legendary Strike (Special Edition)|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1980|Action/Adventure|1.33:1|601643840642|2002-04-30 00:00:00|16606|2013-11-27 00:00:00|1
Legendary Warrior: Complete Series (8-Disc)|Tai Seng||Discontinued|SUB|4:3|59.95|NR|2006|Foreign|1.33:1|312718052012|2007-10-30 00:00:00|120534|2013-11-27 00:00:00|1
Let's Talk Safety 2012: A Series Of 52 Talks On Common Utility Safety Practices (DVD-ROM/CD-ROM Combo)|American Water Works Assoc.||Discontinued|2.0|4:3|119|NR|2011|Special Interest|1.33:1|9781583218716|2011-12-15 00:00:00|218851|2013-11-27 00:00:00|1
Lethal Angels (Uncut)|CN Entertainment||Discontinued|SUB|LBX, 16:9|9.95|NR|2006|Foreign|1.85:1|112118936017|2008-02-26 00:00:00|128595|2013-11-27 00:00:00|1
Lethal Panther 1 / Lethal Panther 2|Tai Seng||Discontinued|DUB|LBX|9.95|NR|VAR|Action/Adventure|1.66:1|601643632148|2002-01-22 00:00:00|14696|2013-11-27 00:00:00|1
Libera Me|Tai Seng||Discontinued|SUB|LBX|19.95|NR|2000|Action/Adventure|1.85:1|601641492843|2004-11-16 00:00:00|50650|2013-11-27 00:00:00|1
Life Express|Tai Seng||Discontinued|SUB|4:3|14.95|NR|1985|Foreign|1.33:1|601641531740|2004-09-21 00:00:00|46969|2013-11-27 00:00:00|1
Life Is A Miracle|Tai Seng||Discontinued|2.0|LBX|9.95|NR|1988|Drama|1.85:1|601641005449|2001-12-04 00:00:00|13992|2013-11-27 00:00:00|1
Life Of Ninja (Special Edition)|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1983|Action/Adventure|1.33:1|601643866048|2001-06-19 00:00:00|11337|2013-11-27 00:00:00|1
Lifeline|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1997|Foreign|1.85:1|601643513744|2001-03-06 00:00:00|3501|2013-11-27 00:00:00|1
Little Fairy (6-Disc)|Tai Seng||Discontinued|SUB|4:3|59.95|NR|2006|Foreign|1.33:1|312718331018|2009-06-30 00:00:00|161156|2013-11-27 00:00:00|1
Loco Love (Special Edition)|Artisan||Out|5.1|4:3|9.98|PG|2002|Drama|1.33:1|012236143994|2003-10-21 00:00:00|32094|2013-11-27 00:00:00|1
Long Arm Of The Law|Tai Seng||Discontinued|SUB|LBX|29.95|NR|1984|Foreign|1.85:1|601643047942|2001-02-13 00:00:00|3573|2013-11-27 00:00:00|1
Long Arm Of The Law 2|Tai Seng||Discontinued|SUB|LBX|29.95|NR|1987|Foreign|1.85:1|601643048048|2001-02-13 00:00:00|3574|2013-11-27 00:00:00|1
Long Goodbye (1983)|Tai Seng||Discontinued|DUB|4:3|24.95|NR|1983|Action/Adventure|1.33:1|601643034546|2004-12-14 00:00:00|52144|2013-11-27 00:00:00|1
Longest Nite|Tai Seng||Discontinued|SUB|LBX|19.95|NR|1998|Foreign|1.85:1|601643581842|2001-02-06 00:00:00|3580|2013-11-27 00:00:00|1
Longing Nights|Queer Culture Cinema||Out|SUB|LBX, 16:9|24.99|NR|2013|Foreign|1.78:1|857965003757|2013-11-26 00:00:00|251231|2013-11-26 00:00:00|1
Look For A Star (Blu-ray)|Tai Seng||Discontinued|SUB|LBX, 16:9, BLU-RAY|14.95|NR|2009|Foreign|2.35:1|112120615047|2009-10-27 00:00:00|168831|2013-11-27 00:00:00|1
Look For A Star (Tai Seng)|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|2009|Foreign|2.35:1|112120594014|2009-04-28 00:00:00|157499|2013-11-27 00:00:00|1
Lord Of Ayuthaya|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|NR|UNK|Foreign|1.85:1|112118350011|2007-05-22 00:00:00|107641|2013-11-27 00:00:00|1
Lord Of Hangzhou|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1998|Action/Adventure|1.66:1|601643653747|2001-10-30 00:00:00|13164|2013-11-27 00:00:00|1
Lost And Found (1996)|Tai Seng||Discontinued|SUB|LBX|19.95|NR|1996|Foreign|1.85:1|601643498058|2005-06-21 00:00:00|63117|2013-11-27 00:00:00|1
Lost In Time|Tai Seng||Discontinued|SUB|LBX|9.95|NR|2003|Foreign|1.85:1|601641463447|2004-05-25 00:00:00|44358|2013-11-27 00:00:00|1
Lost Kung Fu Secrets (Special Edition)|Tai Seng||Discontinued|2.0|4:3|7.95|NR|1980|Action/Adventure|1.33:1|601641019149|2001-12-11 00:00:00|13993|2013-11-27 00:00:00|1
Lost Paradise|Tai Seng||Discontinued|DUB|LBX|9.95|NR|1997|Drama|1.85:1|601643745541|2001-04-17 00:00:00|10432|2013-11-27 00:00:00|1
Lost Temple Of Java|Seventh Art Productions||Discontinued|2.0|4:3|25|NR|1999|Documentary|1.33:1|880198128997|2012-02-28 00:00:00|222277|2013-11-27 00:00:00|1
Lotus Latern: The Complete Collection|Tai Seng||Discontinued|SUB|4:3|59.95|NR|2005|Foreign|1.33:1|312715313017|2009-11-24 00:00:00|170067|2013-11-27 00:00:00|1
Love At First Fight|Tai Seng||Discontinued|SUB|4:3|59.95|NR|UNK|Foreign|1.33:1|312718829010|2009-07-28 00:00:00|162854|2013-11-27 00:00:00|1
Love At Seventh Sight|Tai Seng||Discontinued|SUB|LBX|7.95|NR|UNK|Foreign|1.85:1|112121303011|2010-03-30 00:00:00|177678|2013-11-27 00:00:00|1
Love Battlefield|Tai Seng||Discontinued|SUB|LBX, 16:9|19.95|NR|2004|Foreign|1.85:1|601641565745|2004-10-19 00:00:00|48326|2013-11-27 00:00:00|1
Love For All Seasons|Tai Seng||Discontinued|SUB|LBX|19.95|NR|2003|Foreign|1.85:1|601641331449|2005-10-18 00:00:00|70505|2013-11-27 00:00:00|1
Love In Sampan|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1992|Foreign|1.78:1|601643250045|2002-09-17 00:00:00|19605|2013-11-27 00:00:00|1
Love Is A Many Stupid Thing|Tai Seng||Discontinued|SUB|LBX|7.95|NR|2004|Foreign|1.85:1|601641553643|2009-02-24 00:00:00|153520|2013-11-27 00:00:00|1
Love Me, Love My Money|Tai Seng||Discontinued|5.1|LBX|14.95|NR|2001|Comedy|1.85:1|601641057844|2002-08-27 00:00:00|18738|2013-11-27 00:00:00|1
Love On A Diet|Tai Seng||Discontinued|5.1|LBX|9.95|NR|2001|Comedy|1.85:1|601641002844|2001-11-20 00:00:00|13449|2013-11-27 00:00:00|1
Love On The Rocks|Tai Seng||Discontinued|SUB|LBX|9.95|NR|2004|Foreign|1.85:1|601641536448|2004-09-21 00:00:00|46945|2013-11-27 00:00:00|1
Love Repechage|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|1997|Foreign|1.85:1|112107425010|2006-05-30 00:00:00|83435|2013-11-27 00:00:00|1
Love Undercover|Tai Seng||Discontinued|5.0/DTS 5.0|LBX|19.95|NR|2002|Comedy|1.85:1|601641157742|2002-08-27 00:00:00|18739|2013-11-27 00:00:00|1
Luckiest Man|Tai Seng||Discontinued|SUB|LBX|7.95|NR|UNK|Foreign|1.85:1|112120162015|2008-11-25 00:00:00|147218|2013-11-27 00:00:00|1
Lung Fung Restaurant|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|1990|Foreign|1.85:1|112100506013|2007-03-27 00:00:00|103700|2013-11-27 00:00:00|1
Lurkers / Die, Sister, Die!: Katarina's Nightmare Theater|Scorpion Releasing||Out|2.0|4:3|16.95|VAR|VAR|Horror|1.33:1|851740003338|2013-11-26 00:00:00|253194|2013-11-26 00:00:00|1
Mack The Knife (a.k.a. Doctor Mack)|Tai Seng||Discontinued|SUB|LBX|24.95|NR|1995|Foreign|1.85:1|601643412856|2004-09-21 00:00:00|46919|2013-11-27 00:00:00|1
Magic Cop|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1990|Foreign|1.85:1|601643050942|2003-09-16 00:00:00|33741|2013-11-27 00:00:00|1
Magic Kitchen|Tai Seng||Discontinued|SUB|LBX|9.95|NR|2004|Foreign|1.85:1|601641506540|2004-07-20 00:00:00|45575|2013-11-27 00:00:00|1
Magnificent Butcher (Tai Seng)|Tai Seng||Discontinued|2.0|LBX|29.95|NR|1979|Action/Adventure|1.85:1|601643564944|2000-08-29 00:00:00|7150|2013-11-27 00:00:00|1
Magnificent Fist|Tai Seng||Discontinued|1.0|4:3|7.95|NR|1978|Action/Adventure|1.33:1|601643778242|2000-10-24 00:00:00|8061|2013-11-27 00:00:00|1
Magnificent Team|Tai Seng||Discontinued|SUB|4:3|14.95|NR|UNK|Foreign|1.33:1|112106370014|2006-06-27 00:00:00|85168|2013-11-27 00:00:00|1
Magnificent Warriors (Tai Seng)|Tai Seng||Discontinued|SUB|LBX|19.95|R|1987|Foreign|1.85:1|601643564241|2001-06-19 00:00:00|3686|2013-11-27 00:00:00|1
Making A Wooden Smoothing Plane|Popular Woodworking Books||Out|2.0|4:3|24.99|NR|2013|Special Interest|1.33:1|9781440335112|2013-11-29 00:00:00|250335|2013-11-26 00:00:00|1
Making War Horse|Seventh Art Productions||Discontinued|2.0|4:3|25|NR|2009|Documentary|1.33:1|880198128591|2011-11-15 00:00:00|217128|2013-11-27 00:00:00|1
Mammographic Image Reading: An Interactive Training Program / Un Programa Interactivo De Entrenamiento|Springer Verlag||Out|2.0|4:3|129|NR|2013|Special Interest|1.33:1|9783642418297|2013-11-30 00:00:00|254480|2013-11-26 00:00:00|1
Man Called Hero|Tai Seng||Discontinued|5.1|LBX|14.95|NR|1999|Action/Adventure|1.85:1|601643759845|2000-05-23 00:00:00|3704|2013-11-27 00:00:00|1
Man Of Nasty Spirits|Tai Seng||Discontinued|SUB|LBX, 16:9|9.95|UR|1993|Late Night|1.85:1|112103140016|2008-05-27 00:00:00|134792|2013-11-27 00:00:00|1
Man Wanted|Tai Seng||Discontinued|SUB|LBX|14.95|NR|1995|Foreign|1.85:1|601643400549|1999-10-26 00:00:00|3714|2013-11-27 00:00:00|1
Mansion Sister|Sky Entertainment||Discontinued|SUB|LBX, 16:9|9.95|NR|2006|Foreign|1.85:1|112118263014|2007-07-24 00:00:00|113885|2013-11-27 00:00:00|1
Mantis Combat|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1981|Action/Adventure|1.33:1|601643865645|2001-06-19 00:00:00|11340|2013-11-27 00:00:00|1
Market's Romance|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2002|Foreign|1.85:1|112113034015|2010-11-30 00:00:00|191814|2013-11-27 00:00:00|1
Marriage Is A Crazy Thing|Tai Seng||Discontinued|SUB|LBX, 16:9|14.95|NR|2002|Foreign|1.85:1|601641424943|2003-11-11 00:00:00|33313|2013-11-27 00:00:00|1
Marry Me, Mary!|Tai Seng||Discontinued|SUB|4:3|39.95|NR|UNK|Foreign|1.33:1|652722357018|2011-09-20 00:00:00|214819|2013-11-27 00:00:00|1
Martial Arts Master Wong Fei Hung|Tai Seng||Discontinued|2.0|LBX|7.95|NR|1992|Action/Adventure|1.85:1|601643369945|2002-02-12 00:00:00|15517|2013-11-27 00:00:00|1
Martial Arts Showdown, Vol. 1 (6-Disc): Leg Fighters / Killer Of Snake Fox Of Shaolin / Eagle's Claw And Butterfly Palm / ...|Tai Seng||Discontinued|DUB|4:3|19.95|NR|VAR|Foreign|1.33:1|507708479010|2006-11-28 00:00:00|96372|2013-11-27 00:00:00|1
Martial Arts Showdown, Vol. 2 (6-Disc): The Young Avenger / He Has Nothing But Kung Fu / Thunder Kick / Invincible Killer / ...|Tai Seng||Discontinued|DUB|4:3|19.95|NR|VAR|Action/Adventure|1.33:1|507718876014|2007-08-28 00:00:00|114921|2013-11-27 00:00:00|1
Martial Arts Theater #1 (2-Pack): 18 Secrets Of Kung Fu / The Leg Fighters|Tai Seng||Discontinued|DUB|4:3|11.95|NR|VAR|Action/Adventure|1.33:1|601641267779|2002-12-10 00:00:00|22432|2013-11-27 00:00:00|1
Martial Arts Theater #2 (2-Pack): Invincible Kung Fu Trio / The Last Duel|Tai Seng||Discontinued|DUB|4:3|11.95|NR|VAR|Action/Adventure|1.33:1|601641267670|2002-12-10 00:00:00|22444|2013-11-27 00:00:00|1
Martial Arts Theater #3 (2-Pack): He Has Nothing But Kung Fu / Hot, Cool And Vicious|Tai Seng||Discontinued|DUB|4:3|7.95|NR|VAR|Action/Adventure|1.33:1|601641287173|2003-01-14 00:00:00|23708|2013-11-27 00:00:00|1
Martial Arts Theater #4 (2-Pack): Eagle's Claw / Challenge Of Death|Tai Seng||Discontinued|DUB|4:3|11.95|NR|1983|Action/Adventure|1.33:1|601641287678|2003-01-14 00:00:00|23706|2013-11-27 00:00:00|1
Martial Arts Theater #5 (2-Pack): The Death Duel Of Kung Fu /|Tai Seng||Discontinued|SUB|4:3|11.95|NR|UNK|Action/Adventure|1.33:1|601641444576|2003-12-09 00:00:00|34395|2013-11-27 00:00:00|1
Martial Arts Theater #6 (2-Pack): Super Ninja / Ninja In The U.S.A.|Tai Seng||Discontinued|SUB|4:3|11.95|NR|UNK|Action/Adventure|1.33:1|601641444675|2003-12-09 00:00:00|34391|2013-11-27 00:00:00|1
Martial Arts Theater #7 (2-Pack): Dirty Kung Fu / Mantis Combat|Tai Seng||Discontinued|SUB|4:3|11.95|NR|UNK|Action/Adventure|1.33:1|601641444774|2003-12-09 00:00:00|34397|2013-11-27 00:00:00|1
Masked Prosecutor|Tai Seng||Discontinued|5.1|LBX|9.95|NR|1999|Action/Adventure|1.66:1|601643769943|2001-02-13 00:00:00|9588|2013-11-27 00:00:00|1
Master (1989/ a.k.a. 3 Evil Masters/ Tai Seng)|Tai Seng||Discontinued|SUB|LBX|29.95|NR|1989|Foreign|1.85:1|601643265643|2000-04-25 00:00:00|3776|2013-11-27 00:00:00|1
Master Killer Collection #1 (Special Edition/ 2-Pack): Fists And Guts / The Warrior From Shaolin|Tai Seng||Discontinued|DUB|4:3|11.95|NR|VAR|Action/Adventure|1.33:1|601641468572|2004-02-17 00:00:00|37264|2013-11-27 00:00:00|1
Master Killer Collection #2 (Special Edition/ 2-Pack): The Shaolin Drunken Monk / He Has Nothing But Kung Fu|Tai Seng||Discontinued|DUB|4:3|11.95|NR|VAR|Action/Adventure|1.33:1|601641468473|2004-03-16 00:00:00|38764|2013-11-27 00:00:00|1
Master Killer Collection (Special Edition/ 3-Pack): Fists And Guts / Shaolin Drunken Monk / Warrior From Shaolin|Tai Seng||Discontinued|SUB|4:3|19.95|NR|VAR|Action/Adventure|1.33:1|601641697576|2005-09-20 00:00:00|68382|2013-11-27 00:00:00|1
Master Of Death (Special Edition)|Tai Seng||Discontinued|DUB|4:3|7.95|NR|1980|Action/Adventure|1.33:1|601643866147|2001-11-20 00:00:00|13450|2013-11-27 00:00:00|1
Master Of Study (4-Disc)|Tai Seng||Discontinued|SUB|4:3|39.95|NR|2010|Foreign|1.33:1|652721972014|2011-05-31 00:00:00|207515|2013-11-27 00:00:00|1
Master Of Tai Chi|Tai Seng||Discontinued|SUB|LBX, 16:9|59.95|NR|2008|Foreign|1.85:1|218719564014|2010-08-31 00:00:00|186492|2013-11-27 00:00:00|1
Master Q 2001|Tai Seng||Discontinued|SUB|LBX|24.95|NR|2001|Foreign|1.85:1|601643949147|2002-03-19 00:00:00|16037|2013-11-27 00:00:00|1
Master Q: Incredible Pet Detective|Tai Seng||Discontinued|SUB|LBX|14.95|NR|2003|Foreign|1.85:1|601641530446|2004-06-22 00:00:00|43025|2013-11-27 00:00:00|1
Master Swordsman (Special Edition)|Tai Seng||Discontinued|5.1/DTS|4:3|14.95|NR|2001|Action/Adventure|1.33:1|601641337045|2003-06-17 00:00:00|27334|2013-11-27 00:00:00|1
Master Swordsman Returns|Tai Seng||Discontinued|SUB|LBX|19.95|NR|2002|Action/Adventure|1.85:1|601641610643|2004-01-18 00:00:00|53955|2013-11-27 00:00:00|1
Master Swordsman Saga (2-Disc): The Master Swordsman / The Master Swordsman Returns|Tai Seng||Discontinued|SUB|4:3|24.95|NR|VAR|Foreign|1.33:1|507718141013|2006-11-28 00:00:00|96391|2013-11-27 00:00:00|1
Men And Legends (7-Disc)|Tai Seng||Discontinued|SUB|LBX|49.95|NR|UNK|Foreign|1.85:1|312718777014|2008-03-25 00:00:00|129825|2013-11-27 00:00:00|1
Men Suddenly In Black|Tai Seng||Discontinued|5.1|LBX|19.95|NR|2003|Comedy|1.85:1|601641449342|2004-03-16 00:00:00|38736|2013-11-27 00:00:00|1
Men Suddenly In Black 2|Tai Seng||Discontinued|SUB|4:3|9.95|NR|2006|Foreign|1.33:1|112118274010|2007-03-27 00:00:00|103677|2013-11-27 00:00:00|1
